H2,L3,L1,H4,H3,H2
L4,L1,H2,H1,M,H2
L4,L2,H4,L2,L4,L1
L1,M,L3,M,L2,H4
H4,L1,L2,L1,L4,L1
L3,L3,L3,H1,L3,H1
L3,L1,H4,L2,L4,L2
H3,L1,W,L3,H1,H1
H1,L2,L4,L2,L3,S
L4,W,S,H3,L3,H2
H3,H1,H4,M,H3,S
H4,S,L3,H1,H3,H2
H4,L1,L2,H2,H3,M
L3,M,M,L2,H2,L4
H1,W,H1,M,L3,H1
H2,L3,L1,L3,H3,L1
L4,H1,M,W,H4,M
L4,L1,H4,H2,H1,H4
L3,L3,L3,L4,L4,H3
S,S,S,S,L4,S
H4,L2,L4,L2,L1,L3
L3,L2,W,L1,H1,H4
H3,L3,L4,M,L2,L3
S,L4,L3,H4,L2,H1
L1,S,L4,S,H2,L3
L3,W,H3,S,L4,L4
L2,W,H4,H3,H4,H1
H4,H2,H3,H2,L2,S
L4,L1,H3,H4,H2,L1
L3,L4,H4,W,M,M
L2,H1,H4,L2,S,H3
L2,M,H3,W,H2,H3
H4,L1,L1,H3,H4,L3
M,H4,L3,M,L2,M
H3,H3,L3,H3,M,H3
H2,H3,H3,H4,L2,L2
H1,L3,H1,H2,H4,H1
H3,L1,H4,L1,S,H1
L4,H3,L3,S,H4,W
M,W,H4,L1,S,M
H2,H3,L1,L3,L4,S
W,H4,L4,L4,H3,H3
L2,L4,L3,H3,M,H3
H4,L4,H2,S,H1,L3
H4,L3,L3,L2,L4,L2
H3,L4,W,L2,L2,S
L3,M,S,L2,H4,L4
W,L1,H2,H3,L1,L4
H2,M,L2,H2,L1,L1
S,S,S,S,L4,S
L3,L2,W,H3,W,L2
L1,L3,H3,L3,H1,S
H3,L1,H2,H2,L3,H4
L1,L3,L3,L4,L3,L4
L4,L4,W,L4,M,M
H1,H3,H4,W,H3,M
L4,H3,H1,H4,L4,H4
H4,L3,H1,W,M,H4
H3,H2,L4,H2,W,L4
L3,M,L2,S,H3,H1
H1,W,L4,L1,S,W
H4,H2,M,H1,H4,H3
S,W,H2,L3,H3,L4
L2,L2,L4,H3,H3,L4
H1,L1,H4,M,S,L4
L1,L4,W,H3,L1,L3
H3,W,H1,W,H2,H3
L1,L3,L1,H1,H1,M
L4,L3,H3,L3,L4,H3
H1,W,L3,L1,H1,M
L3,L1,L3,M,M,M
H4,L3,W,H4,H1,H1
L4,W,H3,L1,L1,H4
L2,H3,H3,H3,H2,W
L3,L4,L2,W,L3,L2
H2,H1,L1,L3,H4,H3
L3,H2,H1,H3,L4,L1
L4,S,L4,H2,S,H2
L4,H3,W,W,H3,M
S,L3,S,S,S,S
L2,L2,H4,H2,H4,L3
L1,L3,H1,H1,W,W
W,H4,H2,L3,L1,H1
L4,L1,H3,H1,H1,H1
H4,L4,L4,L3,H1,L3
L3,H4,H3,W,L3,H4
H1,H3,M,L3,L2,L4
H3,L3,H1,L1,L4,L3
L3,H3,H2,L4,H2,W
H2,L4,W,S,H3,W
L1,M,L4,L4,L3,L4
L3,L3,L1,H1,S,W
H4,H2,H3,H4,H4,H4
H3,L3,H4,L3,H2,H1
H4,H3,L4,H4,L4,L3
M,H4,W,L4,H2,H4
H2,H3,L4,L3,L3,L2
L2,H3,H1,S,L2,L3
W,H1,M,L3,H4,H2
H1,L3,H4,L1,L1,L1
H3,H2,H3,H1,L1,L4
W,H1,H2,H4,W,L4
L2,L3,H3,M,L1,H1
H2,H3,H4,M,L3,W
L4,W,H2,S,H1,H2
L3,M,H3,L3,W,L4
H1,L2,H3,L4,L1,H4
L1,L1,H1,L1,M,H4
H3,L2,L1,L4,H3,H2
S,L1,M,S,S,S
H3,L4,S,L2,S,H3
H1,W,L2,M,L3,S
H3,W,L3,L1,H2,H1
H4,H4,H2,H1,L2,L3
H1,H3,L2,L4,H2,L3
L4,L2,L3,H1,L4,H3
L4,W,L2,L2,L2,L4
S,M,L3,L4,L1,W
L1,L2,L2,M,M,H4
H2,L4,H4,M,L4,H3
L4,H3,H2,M,L2,L3
H4,H4,L3,H2,H3,H2
H1,M,L1,H4,H4,L4
H4,W,L1,L1,W,M
M,L3,L3,H2,M,S
L1,H3,H3,L3,L3,W
H1,L2,L2,L1,M,L3
L4,H1,L1,L4,H1,H1
H4,H1,L4,H4,L2,H4
H2,H2,H1,H4,H2,L4
L4,L4,H1,H4,L1,H2
H1,L3,W,H2,L3,H2
L3,H4,W,M,H4,M
L4,L4,H2,L3,H4,L4
L4,W,S,L3,H1,L2
W,H4,L1,L3,W,L1
L3,H2,H2,L1,L4,H2
L1,L3,H2,H1,L2,L2
H3,M,L2,M,H2,L4
S,H3,S,S,S,S
H1,M,L4,H1,L4,L4
L1,L2,H2,L1,S,H2
L4,H1,H1,L1,L1,L4
M,H1,L2,H1,S,L2
L2,W,L3,L3,M,L4
L4,H1,H4,L3,H4,W
L1,H1,L3,L2,L3,L1
L2,L1,L2,H3,H4,L1
L3,L4,H3,H4,L2,M
L1,H2,M,H3,S,L1
L2,L1,L1,L2,H2,L1
L1,H1,H3,L1,W,L4
L3,S,L4,S,H1,M
H4,L2,H1,L4,M,W
L2,L3,H1,L1,H4,L1
H3,L3,L3,H2,H4,L4
H3,L4,L1,L3,L2,H3
L1,H4,H3,L1,H3,M
L2,L3,H3,H2,H3,W
L3,W,L2,L2,L4,H3
H3,L4,H1,S,L2,L1
L4,W,H2,H1,L4,H4
L4,S,H4,L3,S,L2
H1,L1,H4,H2,H4,L2
