L4,L4,L4,H1,L4,L3
H4,H2,L2,L3,H2,H1
L1,H2,H3,H4,L1,H3
L4,H3,H4,H4,L3,L2
L3,H3,L2,H3,H1,W
W,L4,H3,H3,L3,H1
H4,L3,L3,L3,H4,L1
L1,L1,H2,L4,L2,L3
H2,L2,H1,L4,L4,H1
L4,L1,L2,L2,L4,L3
